"Label","001BLA","001BLU","001BRO","001GRA","001GRE","001NON","001ORA","001PIN","001PUR","001RED","001WHI","001YEL","002BLA","002BLU","002BRO","002GRA","002GRE","002NON","002ORA","002PIN","002PUR","002RED","002WHI","002x","002X","002YEL","003BLA","003BLU","003BRO","003GRA","003GRE","003NON","003ORA","003PIN","003PUR","003RED","003WHI","003YEL","1Stars","2Bands","2Color","2Stars","3+Star","3Bands","3Color","4+Band","4Color","5+Color","7celtic","Animal","arabic","Artifact","balkan","Bloemfontein","BLU","bnd_001WHI","bnd_002BLU","bnd_003WHI","bnd_BLA","bnd_BLU","bnd_BLUE","bnd_BRO","bnd_BRORA","bnd_E YEL","bnd_GR","bnd_GRA","bnd_GRE","bnd_GREEN","bnd_NON","bnd_ORA","bnd_PIN","bnd_PUR","bnd_PURED","bnd_RED","bnd_RED YEL","bnd_WHI","bnd_WHIÇ","bnd_WHITE","bnd_X","bnd_YEL","bnd_YELLOW","bolivarian","Border","bricss","Builds","calendar","Canton","Center","Center,hascoa,Quartr","centered_items","Checkd","chines","chopGB","Circle","cl_BLA","cl_BLU","cl_BRO","cl_GRA","cl_GRA; BLA","cl_GRE","cl_ORA","cl_PIN","cl_PUR","cl_RED","cl_WHI","cl_YEL","Crosse","Crown","Crowns","cur_dollar","cur_Dollar","cur_EUR","dgband","dutchs","Egually","englis","eunion","femalepm","Fleurss","french","geo_CapiBeach","Geogrh","german","hascoa","HasSta","HasSun","HasSun,","Horizo","Humans","island","IsMoon","italia","kokomo","landlo","locate_MI","md_acreed123","md_deno_e","md_deno_i","md_deno_n","md_deno_vw","md_egal","md_egl","md_eqtor","md_insblack","md_insblue","md_insgreen","md_insred","md_inswhite","md_insyellow","md_lien","md_lightbl","md_lio","md_lion","md_LOTRNation","md_slavi","md_stun_bla","md_stun_blu","md_stun_gre","md_stun_red","md_stun_whi","md_stun_yel","md_tekken7","md_Trblac","md_Trbluu","md_Trredd","md_Trwht","mercosr","monarchy","myrBLA","myrBLU","myrBRO","myrEQ","myrGRA","myrGRA, BLA","myrGRE","myrORA","myrPIN","myrPUR","myrRED","myrWHI","myrYEL","nn_berr","nn_buddha","nn_eaxorth","nn_mikro","nn_mikro,","nn_slavi","NoBand","noeuni","nolrgcrs","Nordic","NoStar","notlargecrs","ntBLYE","ntGRRE","ntGRYE","ntWHRE","ntWHYE","OnlyBa","orinoc","Plants","pol_2025Gaz","pol_3lan","pol_buddha","pol_chess","pol_CopaAM","pol_deat","pol_failed","pol_jwsh","pol_Nuclear","pol_poblo","pol_pope","pol_rgby","pol_samesx","pol_tours","pol_txhaven","pol_wcwin","portug","Quartr","Radial","rg2_AF_East","rg2_AF_Mid","rg2_AF_North","rg2_AF_South","rg2_AF_West","rg2_AM_Central","rg2_AM_North","rg2_AM_South","rg2_AS_Central","rg2_AS_East","rg2_AS_SouthEast","rg2_As_SouthOnly","rg2_AS_West","rg2_EU_East","rg2_EU_North","rg2_EU_South","rg2_EU_West","rg2_Na_Caribbean","rg2_OC_AUNZ","rg2_OC_Melanesia","rg2_OC_Micronesia","rg2_Oc_Polynesia","rg3_austrohungary","rg3_romanempire","Rotate","Ships","Ships!","southc","soviet","spanis","staBLA","staBLU","staBRO","staGRA","staGRE","staORA","staPIN","staPUR","staRED","staWHI","staYEL","terr_all","terr_brit","terr_fren","terr_neth","terr_us","Texted","top10_airlines","top10_ping","top10_reindeer","top30_camel","top30_oil","Trside","unjack","Vertic","Weapon","WHI","won_egl","won_lio","won_lioEgually","Zigzaw"
"001WHI",0,0,0,0,0,0,0,0,0,0,685,0,15,80,1,1,44,150,1,1,2,83,47,0,0,42,16,155,2,6,95,2,1,1,2,167,190,46,40,293,145,5,56,216,163,176,163,214,2,203,16,6,28,0,0,0,0,0,44,282,0,3,0,0,0,8,163,0,10,5,3,7,0,305,0,685,0,0,0,116,0,31,7,58,95,28,80,230,0,0,4,0,95,140,350,369,74,85,1,248,32,16,15,467,685,348,94,0,79,0,71,251,57,109,62,108,348,82,35,92,8,83,98,129,101,40,0,528,72,6,17,33,0,3,3,1,3,4,6,7,0,2,0,5,0,2,1,0,5,0,2,1,0,1,66,0,2,1,0,1,0,2,0,1,0,0,43,183,4,61,1,204,1,0,42,0,1,0,87,272,12,59,8,90,6,0,201,0,127,2,1,584,0,3,2,1,3,5,165,1,127,3,0,0,2,2,4,0,2,3,2,2,0,4,0,1,1,12,4,3,6,0,2,2,1,12,47,60,3,8,8,3,19,193,62,57,157,13,5,4,2,7,4,128,40,0,18,1,115,81,22,13,0,4,3,0,0,0,20,35,37,23,4,6,2,9,98,1,0,1,2,2,37,3,125,65,0,104,114,0,109
"001YEL",0,0,0,0,0,0,0,0,0,0,0,561,25,77,2,3,33,135,2,0,3,74,53,0,0,36,23,102,4,2,95,2,3,0,4,116,41,166,38,192,130,5,42,234,132,135,122,177,0,162,3,15,20,0,0,0,0,0,58,209,0,6,0,0,0,7,138,0,4,7,2,11,0,237,0,136,0,0,0,560,0,69,4,19,71,19,40,196,0,0,14,0,49,119,276,295,72,78,0,215,32,11,21,349,315,561,79,0,53,0,46,191,64,107,62,66,272,61,25,77,3,61,70,123,85,37,0,373,43,3,11,22,0,2,1,1,3,0,8,3,1,2,2,4,0,1,4,4,0,0,1,1,0,0,34,0,1,3,1,1,2,0,0,0,0,0,57,169,5,40,0,234,0,0,23,1,0,0,35,13,210,43,17,58,4,0,147,0,80,4,1,476,0,0,1,1,2,3,168,2,121,0,2,0,0,1,2,1,0,0,0,0,0,2,0,0,0,7,4,11,6,1,0,1,5,25,18,81,0,1,16,7,4,136,31,49,133,17,0,2,2,2,0,115,32,0,23,0,55,127,17,10,0,3,2,1,1,0,15,36,27,15,0,3,2,11,86,0,0,0,0,3,36,0,142,55,0,91,95,0,62
"002BLA",6,10,0,2,15,0,4,0,0,18,15,25,95,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,1,17,1,2,0,0,21,15,18,7,2,15,2,11,60,29,33,22,29,1,27,1,1,3,0,0,0,0,0,93,21,0,0,0,0,0,2,29,0,0,4,0,0,0,40,0,34,0,0,0,48,0,7,2,4,11,4,10,27,0,0,1,0,23,18,95,33,10,13,0,33,10,2,1,57,66,64,9,0,4,0,13,28,12,18,6,30,37,6,1,16,5,8,13,18,20,7,0,69,4,2,3,2,0,2,0,0,0,0,7,1,0,1,0,0,0,0,0,2,0,5,3,0,0,0,0,2,0,0,1,1,0,0,0,0,1,1,7,29,10,5,0,33,1,0,4,4,0,0,13,10,15,6,2,6,2,0,13,0,10,0,0,75,0,0,3,0,2,2,31,1,13,0,1,0,0,0,2,1,0,0,0,1,0,1,0,0,0,2,0,0,8,1,1,1,3,0,2,9,0,1,0,3,1,13,6,2,25,4,0,6,2,1,0,14,12,0,1,0,6,9,3,0,0,1,0,0,0,0,4,15,3,2,0,0,0,1,8,0,0,0,1,1,5,0,14,12,0,12,17,0,9
"002BLU",6,65,0,2,33,2,2,2,1,80,80,77,0,350,0,0,0,0,0,0,0,0,0,0,0,0,5,59,1,2,50,2,7,2,1,72,87,62,37,1,41,4,42,221,106,127,75,127,1,84,3,7,24,0,0,0,0,0,14,349,0,1,0,0,0,5,74,0,0,8,3,2,0,135,0,184,0,0,0,127,0,45,2,28,57,13,46,115,0,0,3,1,61,95,144,350,45,46,0,127,34,17,13,208,267,244,47,0,41,0,55,75,31,38,25,68,106,42,12,30,5,53,15,52,83,36,0,268,33,3,15,6,1,5,2,2,1,1,13,3,0,2,2,3,1,2,1,5,5,2,7,0,0,0,45,0,3,0,1,0,0,2,0,0,2,0,48,74,2,97,0,84,1,0,19,3,1,2,33,61,47,14,8,72,2,1,110,1,87,3,0,267,0,3,3,2,5,7,73,2,73,2,1,1,3,1,1,0,1,1,1,1,0,6,2,0,0,4,1,7,6,1,0,1,4,13,30,55,3,3,8,2,10,91,14,29,51,11,4,2,3,3,3,42,26,0,19,1,68,73,10,9,1,2,0,0,0,0,11,41,29,7,0,1,1,5,65,0,0,1,1,4,27,0,59,50,0,44,53,0,91
"002BRO",1,7,0,0,4,0,2,0,0,1,1,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,6,0,1,0,0,1,0,2,0,0,0,1,4,12,3,5,3,12,0,5,0,0,1,0,0,0,0,0,2,10,0,17,0,0,0,1,9,0,0,3,0,0,0,2,0,6,0,0,0,4,0,4,0,1,1,1,1,9,0,0,0,1,4,9,10,13,18,3,0,12,4,2,1,6,15,8,1,0,0,0,3,1,1,0,3,6,2,3,1,0,0,6,0,4,5,6,0,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,2,1,0,0,0,1,2,1,0,1,0,0,1,1,0,0,0,13,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,4,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,1,0,1,1,0,0,0,0,0,3,0,2,0,0,0,2,4,0,0,0,0,0,3,0,3,1,0,3,2,0,1
"002GRA",0,4,0,0,4,0,0,1,0,5,1,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,1,0,4,0,0,1,1,3,2,0,1,0,1,1,0,17,5,1,1,11,0,4,0,1,2,0,0,0,0,0,1,7,0,1,0,0,0,18,7,0,0,1,1,1,0,7,0,4,0,0,0,4,0,3,0,1,6,0,0,10,0,0,0,0,1,5,12,12,6,17,0,8,3,0,2,11,13,12,3,0,1,0,2,3,5,1,1,1,4,6,0,1,0,4,1,2,2,4,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,8,1,0,2,0,1,0,1,1,0,1,0,4,0,0,4,0,4,1,0,16,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,3,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,2,1,0,2,0,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,2,0,2,3,0,0
"002GRE",11,67,4,0,17,0,2,4,1,37,44,33,0,0,0,0,221,0,0,0,0,0,0,0,0,0,14,49,7,2,23,0,3,1,8,47,34,33,31,0,15,2,33,146,74,75,48,84,0,47,9,3,8,1,0,0,0,0,26,110,0,11,0,1,1,4,220,0,0,14,6,10,1,79,0,97,0,0,0,73,0,46,1,24,30,14,21,74,0,0,1,0,33,51,95,132,33,25,0,221,29,8,15,120,161,139,16,0,6,0,25,34,20,19,21,36,43,30,0,17,3,42,10,29,66,30,0,184,17,0,10,2,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,15,0,0,2,2,0,1,0,1,0,0,0,42,31,3,31,2,78,1,0,40,0,0,1,19,24,22,7,6,39,1,0,44,0,39,2,0,155,0,1,1,0,1,2,58,0,54,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,11,0,6,3,3,2,2,4,12,14,59,1,2,4,2,7,46,7,4,22,9,2,2,2,0,0,12,16,0,7,1,36,71,8,2,0,1,1,0,0,0,10,35,23,11,0,3,0,8,42,0,0,0,1,0,22,0,26,18,0,25,24,0,28
"002NON",41,203,1,3,91,140,5,4,5,170,150,135,0,0,0,0,0,948,0,0,0,0,0,0,0,0,33,153,3,7,103,146,5,7,28,163,165,134,50,731,286,11,58,7,185,207,190,285,0,250,10,28,35,0,0,0,0,0,105,443,0,9,0,0,0,18,242,0,52,32,17,42,0,424,0,429,0,0,0,340,0,65,6,37,85,26,112,281,0,0,13,1,88,151,468,558,87,122,0,340,71,28,52,588,684,596,226,0,77,0,56,415,117,299,183,104,513,71,40,239,0,76,240,258,119,43,0,606,84,0,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,60,371,14,120,1,427,3,0,51,2,4,0,106,120,100,67,10,124,0,0,221,3,174,0,32,829,1,0,0,0,0,0,292,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,16,7,0,0,1,2,26,31,77,3,6,13,3,17,202,62,49,365,9,4,6,0,1,0,269,33,0,19,4,114,105,22,6,0,3,4,1,1,0,17,50,55,13,2,2,1,0,113,0,0,0,0,0,78,4,377,88,0,114,165,0,120
"002ORA",1,7,1,0,6,0,1,0,0,5,1,2,0,0,0,0,0,0,24,0,0,0,0,0,0,0,2,7,1,0,9,0,1,0,0,2,1,1,0,0,2,0,3,17,5,7,4,13,0,7,0,1,1,0,0,0,0,0,3,11,0,1,1,0,0,0,14,0,0,22,0,0,0,4,1,5,0,0,0,4,0,6,0,4,5,3,4,7,0,0,0,0,5,10,13,15,6,6,0,15,24,1,1,12,16,11,3,0,0,0,4,3,4,4,2,8,3,3,0,1,0,7,0,5,3,1,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,6,0,6,1,8,0,0,2,4,0,0,2,1,0,1,3,4,0,0,4,0,4,0,0,21,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,2,6,0,0,3,0,0,4,2,0,1,1,0,0,0,0,0,0,1,0,0,0,4,8,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,8,0,0,0,0,0,3,0,3,1,0,2,5,0,4
"002PIN",1,4,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,2,0,0,1,3,0,0,2,0,0,0,0,0,5,4,4,2,3,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,3,0,0,0,9,4,0,1,0,1,0,0,0,4,0,0,0,3,1,0,1,1,0,0,0,0,0,1,2,6,0,1,0,3,0,9,4,1,3,6,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,0,0,0,1,0,0,4,0,0,4,0,4,0,0,9,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,2,0,1,0,0,0
"002PUR",1,3,0,0,1,0,0,4,1,2,2,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,6,1,1,4,0,0,0,1,0,1,2,1,0,1,0,2,9,6,8,3,7,0,2,0,0,0,0,0,0,0,0,2,8,0,1,0,0,0,2,4,0,0,0,4,17,0,4,0,7,0,0,0,3,0,2,1,1,2,1,4,3,0,0,0,0,1,3,6,9,1,3,0,5,0,5,17,6,9,9,2,0,0,0,3,1,0,0,1,4,1,3,0,0,0,2,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,7,0,0,2,0,0,2,0,0,2,0,1,2,0,0,2,0,3,0,0,14,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,2,2,0,0,1,0,0,1,0,0,1,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,2,0,0,0,0,0,1,0,5,2,0,0,2,0,3
"002RED",40,78,0,0,38,0,2,0,5,65,83,74,0,0,0,0,0,0,0,0,0,386,0,0,0,0,12,64,0,1,81,0,1,0,1,63,72,91,39,0,60,3,45,238,121,148,103,102,0,87,7,3,10,0,0,0,0,0,61,117,0,0,0,0,0,1,111,0,0,3,0,5,0,385,0,186,0,0,0,146,0,30,2,23,48,13,52,130,0,0,3,1,62,77,186,171,35,34,0,143,14,3,7,386,277,244,51,0,27,0,46,119,37,78,43,67,167,32,14,82,5,28,67,52,87,27,0,269,26,5,11,8,1,8,3,1,3,2,17,5,0,1,2,4,0,0,0,5,7,7,5,0,0,1,17,0,6,1,4,2,0,3,0,2,1,0,41,94,8,37,0,115,0,0,20,0,0,1,93,58,54,31,7,30,4,0,74,0,37,1,0,299,0,1,4,8,3,7,99,1,70,3,1,0,2,0,5,3,2,2,1,2,1,3,2,0,2,11,0,7,14,9,1,4,5,8,24,51,3,3,9,17,8,68,10,14,105,13,2,3,3,4,0,71,44,0,11,2,36,59,10,3,2,1,0,1,0,0,12,45,31,16,1,5,1,9,53,0,2,1,4,2,28,4,95,32,0,46,46,0,35
"002WHI",39,392,5,7,199,8,30,6,7,303,47,53,0,0,0,0,0,0,0,0,0,0,1098,0,0,0,55,330,5,7,249,9,12,10,11,297,46,65,102,3,114,19,134,912,361,183,236,387,1,291,50,12,30,0,0,0,0,0,103,579,0,9,0,0,0,14,388,0,1,46,21,19,0,504,0,1097,0,0,0,131,0,81,7,92,159,57,78,519,0,0,12,1,261,280,515,718,149,132,0,562,123,38,36,705,1098,537,130,0,95,1,216,231,101,128,98,276,318,115,35,133,14,176,98,214,255,112,0,719,96,6,32,27,0,8,7,6,3,5,29,10,0,4,1,10,3,7,5,0,13,1,11,2,0,1,65,0,3,0,1,7,0,5,1,1,2,0,129,208,16,227,3,348,5,0,109,6,4,2,161,200,17,65,7,97,5,0,190,0,129,3,0,843,0,11,14,8,1,6,243,4,290,12,3,0,6,4,12,5,5,3,4,8,2,9,4,3,4,40,1,17,43,6,10,11,18,65,143,157,7,3,17,13,40,171,44,50,175,23,7,6,13,19,4,122,76,0,38,6,118,211,36,32,0,3,11,4,0,1,46,98,85,36,2,13,10,11,250,1,2,1,8,9,61,6,305,101,0,155,172,0,159
"002x",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"002X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"002YEL",22,198,1,1,94,1,1,3,4,110,42,36,0,0,0,0,0,0,0,0,0,0,0,0,0,514,19,140,8,0,116,1,1,2,8,162,19,38,43,1,75,9,50,420,166,93,106,167,0,132,9,6,16,0,0,0,0,0,43,276,0,10,0,0,0,1,192,0,0,7,6,11,0,259,0,79,0,0,0,514,0,54,5,35,66,21,37,185,0,0,2,0,72,105,235,324,70,42,0,242,27,11,21,323,247,514,47,0,56,0,64,125,39,72,55,95,202,49,29,67,13,53,51,100,102,27,0,363,38,8,15,7,1,7,1,1,4,0,18,5,0,1,3,6,1,2,0,5,0,2,4,3,0,0,27,0,4,0,2,0,2,2,2,0,1,0,47,144,7,90,3,185,1,0,50,1,2,3,70,12,90,27,8,66,8,0,130,0,80,1,1,412,0,2,10,2,0,4,163,1,114,1,5,0,0,1,0,1,0,0,1,1,0,3,1,2,1,12,2,7,18,7,1,2,12,26,25,64,2,5,7,3,4,141,11,40,88,27,4,6,4,1,2,84,49,0,8,3,55,119,34,7,1,2,1,1,0,0,9,40,39,20,0,2,2,15,68,0,1,1,3,0,27,0,128,41,0,65,87,1,54
"003BLA",27,26,1,0,27,0,3,1,2,61,16,23,6,5,1,0,14,33,2,0,1,12,55,0,0,19,187,0,0,0,0,0,0,0,0,0,0,0,15,55,26,4,24,90,68,42,65,28,1,36,22,1,3,0,0,0,0,0,187,37,0,2,0,0,0,5,47,0,1,5,4,4,0,78,0,88,0,0,0,56,0,12,1,21,16,20,19,71,0,0,2,1,39,36,187,60,11,17,0,67,10,7,4,93,126,101,27,0,10,0,15,45,14,26,16,33,52,21,2,18,4,14,14,19,43,9,0,153,9,2,5,2,1,0,2,2,1,3,4,4,0,1,0,0,0,2,1,0,3,0,0,0,0,0,10,0,0,0,1,1,0,1,0,0,1,0,11,45,39,8,1,104,0,0,5,1,0,1,7,14,7,9,0,27,0,0,32,0,36,0,0,144,0,0,2,0,0,0,57,2,24,3,0,0,0,0,6,4,0,0,1,1,0,0,0,1,0,4,1,3,7,2,6,1,2,5,4,19,0,1,5,3,14,31,14,5,35,6,3,2,0,2,0,18,5,0,1,2,27,23,6,1,0,0,8,1,0,0,8,18,7,8,0,5,0,3,25,1,0,0,4,4,10,0,27,19,0,18,20,0,11
"003BLU",14,409,2,3,92,0,23,12,3,193,155,102,12,59,6,6,49,153,7,1,6,64,330,0,0,140,0,1012,0,0,0,0,0,0,0,0,0,0,90,256,146,16,117,498,288,258,196,378,0,265,17,13,43,1,0,0,0,0,34,1011,0,10,0,1,1,11,163,0,6,33,16,12,0,289,1,597,0,0,0,297,0,76,3,62,155,32,84,396,0,0,11,1,212,252,457,1012,136,117,1,325,95,37,30,546,794,645,118,0,94,0,184,249,92,133,80,251,352,134,33,107,17,131,66,173,223,115,0,693,106,13,32,38,2,5,2,1,5,2,23,8,0,5,3,12,0,6,5,5,12,8,17,1,0,1,86,0,7,1,2,5,0,0,2,0,3,2,109,221,3,473,1,318,3,0,22,6,1,0,43,103,39,70,14,131,9,0,241,0,168,5,2,789,0,13,5,6,3,11,215,1,215,3,3,0,2,2,2,1,1,1,0,4,1,7,1,3,1,22,0,18,19,10,3,12,10,43,118,125,4,9,14,3,17,228,65,62,158,34,7,6,17,5,1,122,63,0,46,7,141,174,43,22,2,5,2,4,1,0,29,98,85,32,2,4,11,14,198,0,1,0,1,1,60,2,247,98,0,128,166,0,163
"003BRO",1,15,3,0,4,0,0,0,0,2,2,4,0,1,0,1,7,3,1,0,1,0,5,0,0,8,0,0,31,0,0,0,0,0,0,0,0,0,3,4,1,0,4,20,9,7,3,18,0,9,0,0,0,0,0,0,0,0,2,16,0,31,1,0,0,1,13,0,0,0,0,1,0,2,0,10,0,0,0,12,0,6,0,3,4,2,4,11,0,0,0,0,13,6,16,21,31,8,0,19,5,0,3,9,22,23,1,0,0,0,8,0,3,2,4,15,0,0,1,1,0,10,0,9,7,4,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,3,12,14,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,24,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0,2,0,4,5,7,0,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,2,1,1,10,1,1,0,0,0,0,0,0,2,4,2,0,0,0,0,0,11,0,0,0,0,0,2,0,4,6,0,4,6,0,3
"003GRA",2,6,0,6,2,0,1,1,1,4,6,2,1,2,1,0,2,7,0,0,1,1,7,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,2,10,2,1,0,12,8,9,10,11,0,5,0,0,1,0,0,0,0,0,3,12,0,1,0,0,0,31,8,0,1,2,3,4,0,5,0,15,0,0,0,3,0,2,1,1,6,1,1,5,0,0,0,0,3,3,17,14,3,31,0,11,3,2,4,14,22,10,3,0,2,0,2,9,2,0,1,3,11,7,1,1,0,4,2,4,3,4,0,20,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,11,9,0,0,1,1,1,2,4,1,1,0,2,0,0,3,0,3,0,0,28,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,2,8,2,2,0,0,0,0,0,0,3,2,0,0,0,7,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,4,0,9,4,0,2,4,0,5
"003GRE",46,238,5,7,170,0,18,3,4,125,95,95,17,50,6,4,23,103,9,2,4,81,249,1,0,116,0,0,0,0,807,0,0,0,0,0,0,0,89,204,82,15,109,446,201,156,217,307,1,184,34,6,20,0,0,0,0,0,76,309,0,11,0,0,0,13,806,0,8,30,6,8,0,230,0,425,0,0,0,246,0,127,5,78,98,47,78,327,0,0,3,2,178,208,384,428,116,108,0,807,91,14,20,407,615,491,74,0,51,0,110,142,84,84,97,188,184,100,10,86,20,137,50,111,213,82,0,596,61,11,34,13,0,15,4,0,5,3,26,11,1,3,2,7,1,0,3,7,8,8,6,0,0,2,51,1,4,4,6,3,2,0,1,1,3,2,126,140,10,48,0,357,1,0,258,4,2,1,35,63,28,22,12,93,10,0,136,1,123,2,0,594,1,0,16,7,3,9,179,3,225,7,7,0,2,1,10,3,1,2,3,2,0,0,0,1,0,32,0,18,48,4,6,14,26,55,45,169,8,4,10,25,26,127,61,21,86,27,6,15,6,3,1,63,27,0,15,5,140,209,29,7,1,2,3,3,0,0,26,105,73,28,0,8,2,16,139,0,1,0,10,5,67,0,152,88,0,81,120,0,99
